investor_id,days_gap,churn_risk_status
INV004181,245.0,At-Risk
INV004182,46.0,At-Risk
INV004183,47.0,At-Risk
INV004184,151.0,At-Risk
INV004185,105.0,At-Risk
INV004186,21.0,Active
INV004187,27.0,Active
INV004188,,Active
INV004189,275.0,At-Risk
INV004190,211.0,At-Risk
INV004191,310.0,At-Risk
INV004192,15.0,Active
INV004193,5.0,Active
INV004194,206.0,At-Risk
INV004195,156.0,At-Risk
INV004196,219.0,At-Risk
INV004197,218.0,At-Risk
INV004198,168.0,At-Risk
INV004199,138.0,At-Risk
INV004200,,Active
INV004201,,Active
INV004202,114.0,At-Risk
INV004203,113.0,At-Risk
INV004204,40.0,At-Risk
INV004205,164.0,At-Risk
INV004206,,Active
INV004207,8.0,Active
INV004208,156.0,At-Risk
INV004209,,Active
INV004210,77.0,At-Risk
INV004211,390.0,At-Risk
INV004212,169.0,At-Risk
INV004213,,Active
INV004214,184.0,At-Risk
INV004215,40.0,At-Risk
INV004216,195.0,At-Risk
INV004217,,Active
INV004220,177.0,At-Risk
INV004221,,Active
INV004222,141.0,At-Risk
INV004223,311.0,At-Risk
INV004224,77.0,At-Risk
INV004225,91.0,At-Risk
INV004226,176.0,At-Risk
INV004227,42.0,At-Risk
INV004228,112.0,At-Risk
INV004229,163.0,At-Risk
INV004230,203.0,At-Risk
INV004231,223.0,At-Risk
INV004232,232.0,At-Risk
INV004233,55.0,At-Risk
INV004234,,Active
INV004235,,Active
INV004236,23.0,Active
INV004237,215.0,At-Risk
INV004238,52.0,At-Risk
INV004239,130.0,At-Risk
INV004240,179.0,At-Risk
INV004241,117.0,At-Risk
INV004242,133.0,At-Risk
INV004243,131.0,At-Risk
INV004244,102.0,At-Risk
INV004246,64.0,At-Risk
INV004247,274.0,At-Risk
INV004248,93.0,At-Risk
INV004249,,Active
INV004250,214.0,At-Risk
INV004251,,Active
INV004252,288.0,At-Risk
INV004253,354.0,At-Risk
INV004254,409.0,At-Risk
INV004255,,Active
INV004256,410.0,At-Risk
INV004257,135.0,At-Risk
INV004258,105.0,At-Risk
INV004259,157.0,At-Risk
INV004260,,Active
INV004261,247.0,At-Risk
INV004262,151.0,At-Risk
INV004263,149.0,At-Risk
INV004264,298.0,At-Risk
INV004265,180.0,At-Risk
INV004266,101.0,At-Risk
INV004267,109.0,At-Risk
INV004268,127.0,At-Risk
INV004269,,Active
INV004270,204.0,At-Risk
INV004271,157.0,At-Risk
INV004272,98.0,At-Risk
INV004273,112.0,At-Risk
INV004274,275.0,At-Risk
INV004275,,Active
INV004276,34.0,Active
INV004277,161.0,At-Risk
INV004278,255.0,At-Risk
INV004279,116.0,At-Risk
INV004280,101.0,At-Risk
INV004281,93.0,At-Risk
INV004282,105.0,At-Risk
INV004283,194.0,At-Risk
INV004284,136.0,At-Risk
INV004285,169.0,At-Risk
INV004287,129.0,At-Risk
INV004288,223.0,At-Risk
INV004289,201.0,At-Risk
INV004290,264.0,At-Risk
INV004291,145.0,At-Risk
INV004293,142.0,At-Risk
INV004294,258.0,At-Risk
INV004295,119.0,At-Risk
INV004296,304.0,At-Risk
INV004297,82.0,At-Risk
INV004298,198.0,At-Risk
INV004299,175.0,At-Risk
INV004300,118.0,At-Risk
INV004301,212.0,At-Risk
INV004302,238.0,At-Risk
INV004303,115.0,At-Risk
INV004304,228.0,At-Risk
INV004305,135.0,At-Risk
INV004306,118.0,At-Risk
INV004307,139.0,At-Risk
INV004308,244.0,At-Risk
INV004309,,Active
INV004310,248.0,At-Risk
INV004311,,Active
INV004312,,Active
INV004313,87.0,At-Risk
INV004314,195.0,At-Risk
INV004315,,Active
INV004316,126.0,At-Risk
INV004317,,Active
INV004318,227.0,At-Risk
INV004319,275.0,At-Risk
INV004320,336.0,At-Risk
INV004321,84.0,At-Risk
INV004322,179.0,At-Risk
INV004323,,Active
INV004324,173.0,At-Risk
INV004326,78.0,At-Risk
INV004328,290.0,At-Risk
INV004329,306.0,At-Risk
INV004330,107.0,At-Risk
INV004331,,Active
INV004332,149.0,At-Risk
INV004333,93.0,At-Risk
INV004334,276.0,At-Risk
INV004335,104.0,At-Risk
INV004336,210.0,At-Risk
INV004337,6.0,Active
INV004338,209.0,At-Risk
INV004339,250.0,At-Risk
INV004340,252.0,At-Risk
INV004341,153.0,At-Risk
INV004342,198.0,At-Risk
INV004343,190.0,At-Risk
INV004345,172.0,At-Risk
INV004346,231.0,At-Risk
INV004347,175.0,At-Risk
INV004348,120.0,At-Risk
INV004349,159.0,At-Risk
INV004350,145.0,At-Risk
INV004351,275.0,At-Risk
INV004352,118.0,At-Risk
INV004353,115.0,At-Risk
INV004354,174.0,At-Risk
INV004355,,Active
INV004356,81.0,At-Risk
INV004357,305.0,At-Risk
INV004358,87.0,At-Risk
INV004359,110.0,At-Risk
INV004360,132.0,At-Risk
INV004361,124.0,At-Risk
INV004362,190.0,At-Risk
INV004363,215.0,At-Risk
INV004364,173.0,At-Risk
INV004365,300.0,At-Risk
INV004366,134.0,At-Risk
INV004367,194.0,At-Risk
INV004368,182.0,At-Risk
INV004369,108.0,At-Risk
INV004370,,Active
INV004371,242.0,At-Risk
INV004372,155.0,At-Risk
INV004373,,Active
INV004374,144.0,At-Risk
INV004375,169.0,At-Risk
INV004376,167.0,At-Risk
INV004377,166.0,At-Risk
INV004378,255.0,At-Risk
INV004379,132.0,At-Risk
INV004380,212.0,At-Risk
INV004381,253.0,At-Risk
INV004382,261.0,At-Risk
INV004383,,Active
INV004384,75.0,At-Risk
INV004385,,Active
INV004386,,Active
INV004387,93.0,At-Risk
INV004388,49.0,At-Risk
INV004389,,Active
INV004390,,Active
INV004391,96.0,At-Risk
INV004392,200.0,At-Risk
INV004393,176.0,At-Risk
INV004394,260.0,At-Risk
INV004395,,Active
INV004398,205.0,At-Risk
INV004399,,Active
INV004400,104.0,At-Risk
INV004401,216.0,At-Risk
INV004402,,Active
INV004403,150.0,At-Risk
INV004404,165.0,At-Risk
INV004406,99.0,At-Risk
INV004407,54.0,At-Risk
INV004408,237.0,At-Risk
INV004410,138.0,At-Risk
INV004411,111.0,At-Risk
INV004412,173.0,At-Risk
INV004413,142.0,At-Risk
INV004414,176.0,At-Risk
INV004415,250.0,At-Risk
INV004416,,Active
INV004417,,Active
INV004418,138.0,At-Risk
INV004419,,Active
INV004420,303.0,At-Risk
INV004421,221.0,At-Risk
INV004422,,Active
INV004423,,Active
INV004424,101.0,At-Risk
INV004425,258.0,At-Risk
INV004426,143.0,At-Risk
INV004427,125.0,At-Risk
INV004428,36.0,At-Risk
INV004430,122.0,At-Risk
INV004433,,Active
INV004434,156.0,At-Risk
INV004435,108.0,At-Risk
INV004436,128.0,At-Risk
INV004437,248.0,At-Risk
INV004438,89.0,At-Risk
INV004439,136.0,At-Risk
INV004440,295.0,At-Risk
INV004441,199.0,At-Risk
INV004442,291.0,At-Risk
INV004443,231.0,At-Risk
INV004444,48.0,At-Risk
INV004445,284.0,At-Risk
INV004446,170.0,At-Risk
INV004447,129.0,At-Risk
INV004448,236.0,At-Risk
INV004449,194.0,At-Risk
INV004450,153.0,At-Risk
INV004451,137.0,At-Risk
INV004452,180.0,At-Risk
INV004453,74.0,At-Risk
INV004454,311.0,At-Risk
INV004455,105.0,At-Risk
INV004456,162.0,At-Risk
INV004457,188.0,At-Risk
INV004458,,Active
INV004459,141.0,At-Risk
INV004460,93.0,At-Risk
INV004461,144.0,At-Risk
INV004462,341.0,At-Risk
INV004463,211.0,At-Risk
INV004464,142.0,At-Risk
INV004465,157.0,At-Risk
INV004466,269.0,At-Risk
INV004467,235.0,At-Risk
INV004468,154.0,At-Risk
INV004469,,Active
INV004471,254.0,At-Risk
INV004472,156.0,At-Risk
INV004473,152.0,At-Risk
INV004474,267.0,At-Risk
INV004475,87.0,At-Risk
INV004476,345.0,At-Risk
INV004477,180.0,At-Risk
INV004479,177.0,At-Risk
INV004480,,Active
INV004481,113.0,At-Risk
INV004482,293.0,At-Risk
INV004483,345.0,At-Risk
INV004484,182.0,At-Risk
INV004485,130.0,At-Risk
INV004486,275.0,At-Risk
INV004487,103.0,At-Risk
INV004488,295.0,At-Risk
INV004489,259.0,At-Risk
INV004490,81.0,At-Risk
INV004491,149.0,At-Risk
INV004492,296.0,At-Risk
INV004493,182.0,At-Risk
INV004494,418.0,At-Risk
INV004495,132.0,At-Risk
INV004496,217.0,At-Risk
INV004497,186.0,At-Risk
INV004498,128.0,At-Risk
INV004500,,Active
INV004501,18.0,Active
INV004502,165.0,At-Risk
INV004503,,Active
INV004504,247.0,At-Risk
INV004505,53.0,At-Risk
INV004506,186.0,At-Risk
INV004507,,Active
INV004508,202.0,At-Risk
INV004509,175.0,At-Risk
INV004510,302.0,At-Risk
INV004511,89.0,At-Risk
INV004512,,Active
INV004513,282.0,At-Risk
INV004514,213.0,At-Risk
INV004515,70.0,At-Risk
INV004516,201.0,At-Risk
INV004517,185.0,At-Risk
INV004518,219.0,At-Risk
INV004519,363.0,At-Risk
INV004520,217.0,At-Risk
INV004521,76.0,At-Risk
INV004522,,Active
INV004523,127.0,At-Risk
INV004524,429.0,At-Risk
INV004525,210.0,At-Risk
INV004526,182.0,At-Risk
INV004527,74.0,At-Risk
INV004528,149.0,At-Risk
INV004529,274.0,At-Risk
INV004530,66.0,At-Risk
INV004531,159.0,At-Risk
INV004532,,Active
INV004533,118.0,At-Risk
INV004534,118.0,At-Risk
INV004535,446.0,At-Risk
INV004536,,Active
INV004537,69.0,At-Risk
INV004538,,Active
INV004539,,Active
INV004540,84.0,At-Risk
INV004541,,Active
INV004542,59.0,At-Risk
INV004543,225.0,At-Risk
INV004544,110.0,At-Risk
INV004545,94.0,At-Risk
INV004546,180.0,At-Risk
INV004547,165.0,At-Risk
INV004548,290.0,At-Risk
INV004549,163.0,At-Risk
INV004551,113.0,At-Risk
INV004552,,Active
INV004553,207.0,At-Risk
INV004555,151.0,At-Risk
INV004556,,Active
INV004557,172.0,At-Risk
INV004558,291.0,At-Risk
INV004560,107.0,At-Risk
INV004561,360.0,At-Risk
INV004562,158.0,At-Risk
INV004563,211.0,At-Risk
INV004564,,Active
INV004565,293.0,At-Risk
INV004566,86.0,At-Risk
INV004567,309.0,At-Risk
INV004568,133.0,At-Risk
INV004569,,Active
INV004570,,Active
INV004572,,Active
INV004573,104.0,At-Risk
INV004574,116.0,At-Risk
INV004575,126.0,At-Risk
INV004576,132.0,At-Risk
INV004577,,Active
INV004578,61.0,At-Risk
INV004579,77.0,At-Risk
INV004580,,Active
INV004581,234.0,At-Risk
INV004582,248.0,At-Risk
INV004583,380.0,At-Risk
INV004584,148.0,At-Risk
INV004585,120.0,At-Risk
INV004586,,Active
INV004587,,Active
INV004588,,Active
INV004589,225.0,At-Risk
INV004590,,Active
INV004591,13.0,Active
INV004592,162.0,At-Risk
INV004593,202.0,At-Risk
INV004594,122.0,At-Risk
INV004595,150.0,At-Risk
INV004596,,Active
INV004597,,Active
INV004598,195.0,At-Risk
INV004599,,Active
INV004600,222.0,At-Risk
INV004602,242.0,At-Risk
INV004603,,Active
INV004604,197.0,At-Risk
INV004605,,Active
INV004606,118.0,At-Risk
INV004607,214.0,At-Risk
INV004608,96.0,At-Risk
INV004609,220.0,At-Risk
INV004610,,Active
INV004611,217.0,At-Risk
INV004612,,Active
INV004614,117.0,At-Risk
INV004615,383.0,At-Risk
INV004616,158.0,At-Risk
INV004617,83.0,At-Risk
INV004618,,Active
INV004619,77.0,At-Risk
INV004620,196.0,At-Risk
INV004621,203.0,At-Risk
INV004622,412.0,At-Risk
INV004623,127.0,At-Risk
INV004624,,Active
INV004625,246.0,At-Risk
INV004626,329.0,At-Risk
INV004627,182.0,At-Risk
INV004628,,Active
INV004629,175.0,At-Risk
INV004630,95.0,At-Risk
INV004631,109.0,At-Risk
INV004632,193.0,At-Risk
INV004633,189.0,At-Risk
INV004634,256.0,At-Risk
INV004635,142.0,At-Risk
INV004636,160.0,At-Risk
INV004637,201.0,At-Risk
INV004638,110.0,At-Risk
INV004639,51.0,At-Risk
INV004640,202.0,At-Risk
INV004641,105.0,At-Risk
INV004642,232.0,At-Risk
INV004643,101.0,At-Risk
INV004644,8.0,Active
INV004645,297.0,At-Risk
INV004646,158.0,At-Risk
INV004647,138.0,At-Risk
INV004648,95.0,At-Risk
INV004649,,Active
INV004650,143.0,At-Risk
INV004651,103.0,At-Risk
INV004652,19.0,Active
INV004653,318.0,At-Risk
INV004654,170.0,At-Risk
INV004655,175.0,At-Risk
INV004656,316.0,At-Risk
INV004657,,Active
INV004659,105.0,At-Risk
INV004660,232.0,At-Risk
INV004661,181.0,At-Risk
INV004662,,Active
INV004663,,Active
INV004664,289.0,At-Risk
INV004665,137.0,At-Risk
INV004666,,Active
INV004667,106.0,At-Risk
INV004668,221.0,At-Risk
INV004669,48.0,At-Risk
INV004670,,Active
INV004672,127.0,At-Risk
INV004673,127.0,At-Risk
INV004674,5.0,Active
INV004675,,Active
INV004676,255.0,At-Risk
INV004677,255.0,At-Risk
INV004678,267.0,At-Risk
INV004679,237.0,At-Risk
INV004680,155.0,At-Risk
INV004681,7.0,Active
INV004682,105.0,At-Risk
INV004683,253.0,At-Risk
INV004684,263.0,At-Risk
INV004685,,Active
INV004686,,Active
INV004687,175.0,At-Risk
INV004688,181.0,At-Risk
INV004689,216.0,At-Risk
INV004690,,Active
INV004691,,Active
INV004692,190.0,At-Risk
INV004693,161.0,At-Risk
INV004694,300.0,At-Risk
INV004695,287.0,At-Risk
INV004696,20.0,Active
INV004697,,Active
INV004698,365.0,At-Risk
INV004699,213.0,At-Risk
INV004700,231.0,At-Risk
INV004701,82.0,At-Risk
INV004702,170.0,At-Risk
INV004703,228.0,At-Risk
INV004704,141.0,At-Risk
INV004705,,Active
INV004707,,Active
INV004709,164.0,At-Risk
INV004710,,Active
INV004711,222.0,At-Risk
INV004712,84.0,At-Risk
INV004713,,Active
INV004715,169.0,At-Risk
INV004716,197.0,At-Risk
INV004717,89.0,At-Risk
INV004718,146.0,At-Risk
INV004719,90.0,At-Risk
INV004720,164.0,At-Risk
INV004721,379.0,At-Risk
INV004722,214.0,At-Risk
INV004723,198.0,At-Risk
INV004724,85.0,At-Risk
INV004725,122.0,At-Risk
INV004727,203.0,At-Risk
INV004728,28.0,Active
INV004730,191.0,At-Risk
INV004731,135.0,At-Risk
INV004733,191.0,At-Risk
INV004734,241.0,At-Risk
INV004735,98.0,At-Risk
INV004736,147.0,At-Risk
INV004737,120.0,At-Risk
INV004738,148.0,At-Risk
INV004739,339.0,At-Risk
INV004740,262.0,At-Risk
INV004741,157.0,At-Risk
INV004742,209.0,At-Risk
INV004743,,Active
INV004744,192.0,At-Risk
INV004745,279.0,At-Risk
INV004746,,Active
INV004747,151.0,At-Risk
INV004748,123.0,At-Risk
INV004749,80.0,At-Risk
INV004750,375.0,At-Risk
INV004751,155.0,At-Risk
INV004752,137.0,At-Risk
INV004753,87.0,At-Risk
INV004754,195.0,At-Risk
INV004755,181.0,At-Risk
INV004756,149.0,At-Risk
INV004757,,Active
INV004758,369.0,At-Risk
INV004759,196.0,At-Risk
INV004760,126.0,At-Risk
INV004761,139.0,At-Risk
INV004762,,Active
INV004763,184.0,At-Risk
INV004764,144.0,At-Risk
INV004765,40.0,At-Risk
INV004766,,Active
INV004767,158.0,At-Risk
INV004768,,Active
INV004769,199.0,At-Risk
INV004770,146.0,At-Risk
INV004771,304.0,At-Risk
INV004772,177.0,At-Risk
INV004773,,Active
INV004774,147.0,At-Risk
INV004775,259.0,At-Risk
INV004776,145.0,At-Risk
INV004777,,Active
INV004778,,Active
INV004779,,Active
INV004780,154.0,At-Risk
INV004781,140.0,At-Risk
INV004782,,Active
INV004783,,Active
INV004784,202.0,At-Risk
INV004785,248.0,At-Risk
INV004786,211.0,At-Risk
INV004787,140.0,At-Risk
INV004788,99.0,At-Risk
INV004790,225.0,At-Risk
INV004791,316.0,At-Risk
INV004792,193.0,At-Risk
INV004794,58.0,At-Risk
INV004795,13.0,Active
INV004796,24.0,Active
INV004797,104.0,At-Risk
INV004798,106.0,At-Risk
INV004799,123.0,At-Risk
INV004801,395.0,At-Risk
INV004802,228.0,At-Risk
INV004803,328.0,At-Risk
INV004804,137.0,At-Risk
INV004805,92.0,At-Risk
INV004806,93.0,At-Risk
INV004807,86.0,At-Risk
INV004808,162.0,At-Risk
INV004810,,Active
INV004811,82.0,At-Risk
INV004812,38.0,At-Risk
INV004813,253.0,At-Risk
INV004814,192.0,At-Risk
INV004815,376.0,At-Risk
INV004816,191.0,At-Risk
INV004817,216.0,At-Risk
INV004818,112.0,At-Risk
INV004819,120.0,At-Risk
INV004820,118.0,At-Risk
INV004821,110.0,At-Risk
INV004822,127.0,At-Risk
INV004823,302.0,At-Risk
INV004825,141.0,At-Risk
INV004826,172.0,At-Risk
INV004827,179.0,At-Risk
INV004828,32.0,Active
INV004829,155.0,At-Risk
INV004830,79.0,At-Risk
INV004831,293.0,At-Risk
INV004832,352.0,At-Risk
INV004833,171.0,At-Risk
INV004834,106.0,At-Risk
INV004835,214.0,At-Risk
INV004836,254.0,At-Risk
INV004837,145.0,At-Risk
INV004839,,Active
INV004840,103.0,At-Risk
INV004841,351.0,At-Risk
INV004842,,Active
INV004843,153.0,At-Risk
INV004844,118.0,At-Risk
INV004845,197.0,At-Risk
INV004846,209.0,At-Risk
INV004847,281.0,At-Risk
INV004848,166.0,At-Risk
INV004849,177.0,At-Risk
INV004850,162.0,At-Risk
INV004851,200.0,At-Risk
INV004852,221.0,At-Risk
INV004853,137.0,At-Risk
INV004854,186.0,At-Risk
INV004855,98.0,At-Risk
INV004856,132.0,At-Risk
INV004857,205.0,At-Risk
INV004858,243.0,At-Risk
INV004860,189.0,At-Risk
INV004861,261.0,At-Risk
INV004862,273.0,At-Risk
INV004863,220.0,At-Risk
INV004864,114.0,At-Risk
INV004865,143.0,At-Risk
INV004866,138.0,At-Risk
INV004867,181.0,At-Risk
INV004868,226.0,At-Risk
INV004869,71.0,At-Risk
INV004870,102.0,At-Risk
INV004871,170.0,At-Risk
INV004872,233.0,At-Risk
INV004874,192.0,At-Risk
INV004875,211.0,At-Risk
INV004876,173.0,At-Risk
INV004877,276.0,At-Risk
INV004878,,Active
INV004879,,Active
INV004880,101.0,At-Risk
INV004881,223.0,At-Risk
INV004882,139.0,At-Risk
INV004883,73.0,At-Risk
INV004884,158.0,At-Risk
INV004885,163.0,At-Risk
INV004886,134.0,At-Risk
INV004887,,Active
INV004888,91.0,At-Risk
INV004889,159.0,At-Risk
INV004890,253.0,At-Risk
INV004891,128.0,At-Risk
INV004892,258.0,At-Risk
INV004893,16.0,Active
INV004894,152.0,At-Risk
INV004895,157.0,At-Risk
INV004896,252.0,At-Risk
INV004897,,Active
INV004898,,Active
INV004899,124.0,At-Risk
INV004900,134.0,At-Risk
INV004901,96.0,At-Risk
INV004903,173.0,At-Risk
INV004904,104.0,At-Risk
INV004905,,Active
INV004906,,Active
INV004907,76.0,At-Risk
INV004908,238.0,At-Risk
INV004909,,Active
INV004910,242.0,At-Risk
INV004911,97.0,At-Risk
INV004912,163.0,At-Risk
INV004913,156.0,At-Risk
INV004914,263.0,At-Risk
INV004915,86.0,At-Risk
INV004916,162.0,At-Risk
INV004917,77.0,At-Risk
INV004918,206.0,At-Risk
INV004919,205.0,At-Risk
INV004920,159.0,At-Risk
INV004921,,Active
INV004922,366.0,At-Risk
INV004923,134.0,At-Risk
INV004924,116.0,At-Risk
INV004925,105.0,At-Risk
INV004926,133.0,At-Risk
INV004927,63.0,At-Risk
INV004928,,Active
INV004929,386.0,At-Risk
INV004930,41.0,At-Risk
INV004931,213.0,At-Risk
INV004932,224.0,At-Risk
INV004933,86.0,At-Risk
INV004934,122.0,At-Risk
INV004935,152.0,At-Risk
INV004937,,Active
INV004938,166.0,At-Risk
INV004939,190.0,At-Risk
INV004940,,Active
INV004942,54.0,At-Risk
INV004943,279.0,At-Risk
INV004944,166.0,At-Risk
INV004945,208.0,At-Risk
INV004946,,Active
INV004947,75.0,At-Risk
INV004948,229.0,At-Risk
INV004949,25.0,Active
INV004950,169.0,At-Risk
INV004951,187.0,At-Risk
INV004952,258.0,At-Risk
INV004953,138.0,At-Risk
INV004954,184.0,At-Risk
INV004955,185.0,At-Risk
INV004956,155.0,At-Risk
INV004957,73.0,At-Risk
INV004958,135.0,At-Risk
INV004959,193.0,At-Risk
INV004960,83.0,At-Risk
INV004961,280.0,At-Risk
INV004962,231.0,At-Risk
INV004963,120.0,At-Risk
INV004964,175.0,At-Risk
INV004966,,Active
INV004967,112.0,At-Risk
INV004968,49.0,At-Risk
INV004969,188.0,At-Risk
INV004970,90.0,At-Risk
INV004971,245.0,At-Risk
INV004972,336.0,At-Risk
INV004973,99.0,At-Risk
INV004974,102.0,At-Risk
INV004977,295.0,At-Risk
INV004978,157.0,At-Risk
INV004979,199.0,At-Risk
INV004980,143.0,At-Risk
INV004981,115.0,At-Risk
INV004982,248.0,At-Risk
INV004983,128.0,At-Risk
INV004984,177.0,At-Risk
INV004985,220.0,At-Risk
INV004986,185.0,At-Risk
INV004987,208.0,At-Risk
INV004988,443.0,At-Risk
INV004989,149.0,At-Risk
INV004990,168.0,At-Risk
INV004991,,Active
INV004992,176.0,At-Risk
INV004993,188.0,At-Risk
INV004994,129.0,At-Risk
INV004995,122.0,At-Risk
INV004996,104.0,At-Risk
INV004997,248.0,At-Risk
INV004998,182.0,At-Risk
INV004999,108.0,At-Risk
